# This file contains the data of initial population
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
2.784726e+00	4.020518e-01	-2.220976e-02	1.000000e+30	1.474475e-01	7.985200e-01	-2.220976e-02	60	1.000000e+14
2.125301e+00	4.268236e-01	3.860728e-02	1.000000e+30	2.230107e-01	2.676471e+00	0.000000e+00	12	1.000000e+14
4.338148e+00	5.250125e-01	-1.675478e-03	1.000000e+30	2.137486e-01	4.857323e-01	-1.675478e-03	31	1.000000e+14
2.112496e+00	2.658359e-01	2.468034e-02	1.000000e+30	2.128232e-01	1.878169e+00	0.000000e+00	9	1.000000e+14
5.384314e+00	6.735792e-01	-6.144780e-02	1.000000e+30	1.126492e-01	1.769879e-01	-6.144780e-02	70	1.000000e+14
1.778042e+00	2.733645e-01	-8.460400e-03	1.000000e+30	1.627043e-01	1.158530e+00	-8.460400e-03	41	1.000000e+14
2.419734e+00	1.311308e+00	4.246183e-02	1.000000e+30	2.387682e-01	2.934582e+00	0.000000e+00	18	6.468514e-01
1.755531e+00	2.405281e-01	-7.750518e-03	1.000000e+30	1.327376e-01	1.837316e+00	-7.750518e-03	40	1.000000e+14
2.639338e+00	4.911795e-01	1.960915e-02	1.000000e+30	2.640810e-01	5.801824e-01	0.000000e+00	17	1.000000e+14
2.089535e+00	2.897043e-01	3.210554e-02	1.000000e+30	2.036405e-01	2.399705e+00	0.000000e+00	10	1.000000e+14
2.486973e+00	1.347831e+00	4.668533e-02	1.000000e+30	2.970139e-01	2.749570e+00	0.000000e+00	20	1.000000e+14
2.069507e+00	2.556489e-01	1.799836e-02	1.000000e+30	1.997265e-01	1.786200e+00	0.000000e+00	7	1.000000e+14
1.824829e+00	2.392255e-01	-2.823491e-03	1.000000e+30	1.392514e-01	1.969787e+00	-2.823491e-03	33	1.000000e+14
5.068260e+00	7.316640e-01	3.778524e-02	1.000000e+30	2.924732e-01	3.101730e-01	0.000000e+00	21	1.000000e+14
2.401311e+00	4.887228e-01	2.936825e-02	1.000000e+30	2.919911e-01	5.856692e-01	0.000000e+00	16	1.000000e+14
2.155651e+00	3.990607e-01	3.886357e-02	1.000000e+30	2.601789e-01	2.176709e+00	0.000000e+00	14	1.000000e+14
4.664769e+00	5.765149e-01	-3.304914e-02	1.000000e+30	1.253103e-01	4.977077e-01	-3.304914e-02	67	1.000000e+14
2.161021e+00	4.811514e-01	4.020730e-02	1.000000e+30	2.674256e-01	2.217061e+00	0.000000e+00	15	1.000000e+14
5.727983e+00	6.582817e-01	-1.274149e-02	1.000000e+30	1.943479e-01	3.709520e-01	-1.274149e-02	45	1.000000e+14
